ax,ay,az,gx,gy,gz,label
0.97876,0.263916,0.116455,-70.16031,38.03053,32.03053,0
0.993408,0.004639,0.105713,-2.877863,0.251908,0.946565,0
0.997559,0.007568001,-0.020996,-2.80916,0.0,0.862595,0
0.996826,-0.007568001,0.073242,-2.679389,0.137405,0.9007629,0
1.17041,0.322998,0.142822,1.824428,-20.14504,2.236641,10
1.535889,-0.285645,1.057861,-4.229008,-111.3053,37.09924,10
0.70874,-0.427734,-0.859131,-17.34351,-23.9313,-35.25191,1
0.961426,0.126221,-0.226807,3.0,-41.38931,22.25954,0
1.043213,0.75415,-0.015869,-35.14504,20.00763,13.16794,10
0.877686,0.10498,-0.346924,10.63359,-11.54198,26.61832,0
0.998535,-0.046875,-0.349854,7.67939,-16.93893,-48.41985,1
1.0,0.015137,-0.020508,-2.946565,0.038168,0.862595,0
1.083008,-0.155762,0.085693,15.77862,-8.610687,14.35114,1
0.729492,0.148682,-0.334473,-39.96947,63.67939,46.77863,0
1.003662,-0.002441,0.070801,-2.633588,0.099237,1.08397,0
0.9965819,0.011475,-0.018311,-2.419847,0.175573,0.854962,0
1.999939,0.204834,0.191895,-42.44275,82.28244,112.5954,10
0.379883,-0.05957,0.133789,10.79389,-43.68702,-44.03053,0
0.869141,0.144043,-0.144531,-5.068702,-23.83969,20.0229,0
0.623779,-0.25293,-0.555176,5.954198,43.74046,-54.84733,0
1.026123,-0.073486,0.248779,0.679389,-42.20611,-7.29771,1
0.8007811,0.259766,-0.206299,49.21374,-5.526718,-25.61832,0
-0.558106,1.195312,-0.944336,-15.17557,-47.83206,67.90076,10
1.082275,-0.058594,0.313232,14.35114,5.839694,10.39695,1
0.8896481,0.352295,0.08252,-6.267176,36.83206,-0.70229,0
1.186768,-0.094727,0.116211,152.7023,74.74046,-48.17557,1
1.088867,-0.119873,0.195068,64.29008,-21.12214,25.12977,1
0.726074,-0.094482,-0.397705,-5.335878,63.03053,37.66412,0
0.993408,0.007323999,-0.023193,-2.427481,0.19084,1.08397,0
0.996826,0.015381,-0.018555,-2.549618,0.076336,1.076336,0
1.061279,1.205322,-1.776123,-34.31298,-30.62595,-60.70992,10
1.36084,0.370117,0.457764,-11.87023,45.16794,37.63359,10
0.900391,-0.08813499,0.269531,-229.3893,49.08397,112.0916,0
0.9978029,0.246094,0.00293,9.259542,30.87786,-9.106871,0
0.299316,0.066895,-0.85498,44.87786,51.92366,-155.3359,0
0.398682,0.697998,-0.483154,-73.90839,48.92366,56.60306,0
0.998779,0.015137,-0.023682,-2.732824,0.091603,0.839695,0
1.0,-0.002441,0.070801,-2.664122,0.206107,1.114504,0
0.798828,0.309814,0.522949,0.496183,-25.91603,63.0,0
1.048584,0.398438,0.154541,25.48092,11.74046,7.770992,1
1.05127,0.300781,0.334228,-24.41985,55.45038,29.84733,1
0.998535,0.00293,-0.020508,-3.030534,0.251908,1.129771,0
0.936035,-0.024414,-0.294678,-43.01527,100.6183,-46.58779,0
0.671875,0.411621,-1.637207,37.76336,-28.53435,54.12977,10
0.938232,0.210938,-0.430664,-33.59542,-44.86259,85.26717,1
0.841064,-0.039795,-0.428955,-28.45038,5.603054,-27.62595,0
1.22876,-0.206299,0.5625,14.68702,-81.20612,8.114504,10
0.958008,0.168213,0.107178,-31.43511,23.07634,77.33588,0
0.932617,-0.242432,-0.724854,3.984733,6.053436,11.16794,10
0.706299,0.399658,-0.976562,250.1298,8.458015,-12.66412,10
0.510742,-0.012695,-0.241699,3.122137,-31.18321,5.48855,0
1.288086,0.214844,0.47168,28.75573,-69.70992,-34.71756,10
1.061279,1.205322,-1.776123,-34.31298,-30.62595,-60.70992,10
1.241699,-0.194336,0.636963,38.07634,-75.78626,-22.60305,10
1.081055,0.032715,0.205811,-13.0458,-2.625954,0.389313,1
1.325195,0.243896,0.752686,-5.61832,-37.98473,15.10687,10
1.0,0.006592,0.104736,-3.030534,0.183206,1.122137,0
0.859863,0.480225,-0.621582,2.030534,9.465649,111.313,1
0.866455,-0.098389,-0.498291,-6.580152,49.73283,6.992366,0
1.001953,-0.001953,0.08252,-2.862595,0.236641,0.778626,0
1.645752,0.253906,-0.122314,-35.60306,91.07634,1.458015,10
0.48877,0.334961,-1.543945,-66.41222,10.9542,25.9771,10
0.994141,0.005859,-0.02124,-2.78626,0.053435,0.717557,0
1.524658,-0.430908,0.897461,13.0458,120.0458,-103.2443,10
0.996826,0.012451,-0.024902,-2.679389,0.022901,0.89313,0
0.961426,0.126221,-0.226807,3.0,-41.38931,22.25954,0
0.997559,-0.003418,0.064941,-2.572519,0.328244,1.045802,0
0.633301,0.422607,0.233398,-18.66412,72.35114,18.58015,0
0.998535,0.007323999,0.09863299,-2.59542,0.450382,1.160305,0
-0.353516,0.9653319,-1.923096,15.75572,-250.1374,-87.20612,10
0.511475,0.319092,-0.821045,19.55725,33.22901,51.49618,0
1.000488,0.003418,0.114258,-2.732824,0.129771,0.977099,0
1.116211,0.246094,0.392822,70.26717,-8.244275,-17.99237,10
0.419922,-0.366699,-1.009033,-5.358778,-45.68702,97.40458,1
1.217041,0.174561,-0.000244,-23.86259,1.778626,1.19084,10
1.990723,-0.230469,0.69165,-7.816794,27.03053,-93.54962,10
0.9978029,0.008545,-0.025391,-2.709924,0.267176,0.717557,0
1.015381,0.00293,-0.016602,-2.877863,-0.244275,0.89313,0
1.766602,-0.524902,1.383545,13.48092,0.480916,33.98473,10
0.533936,0.067627,-0.161865,1.946565,-10.10687,-47.19847,0
0.351318,-0.390869,0.37793,5.770992,-119.1603,-39.94656,0
1.880127,-1.128174,1.156494,-36.75573,-31.72519,-70.46565,10
1.055908,-0.150146,0.09545899,43.67939,1.351145,-11.22138,1
1.873291,-0.002441,1.063232,-30.65649,-1.137404,-12.17557,10
0.993896,0.001953,-0.024658,-2.717557,0.061069,0.854962,0
1.02417,1.097656,-0.31665,-2.29771,119.2061,78.19084,10
0.8771971,0.311279,0.177734,-13.0229,28.9771,-2.290076,0
0.994629,0.009033001,-0.023438,-2.877863,0.458015,1.076336,0
1.213623,-0.489258,0.607666,3.351145,-57.46565,49.10687,10
1.532959,-0.203125,0.977051,4.57252,-12.69466,8.488549,10
0.890625,0.183105,-0.123779,19.85496,-42.48855,1.48855,0
0.700684,-0.141113,-1.150879,-32.65649,-52.20611,63.79389,10
0.703613,-0.196045,-0.811035,-22.23664,-20.47328,104.9618,1
-0.202637,0.13208,-0.804688,-38.69466,3.366412,40.05344,0
0.994385,0.004883,-0.02124,-3.076336,0.10687,1.290076,0
1.048828,0.038818,-0.45874,-18.74046,-19.20611,5.72519,1
0.791748,0.630127,-0.960693,39.59542,-52.45802,8.450381,10
0.880615,-0.04834,-0.446289,-31.93893,-3.396947,15.69466,0
1.000488,0.003418,0.099121,-2.885496,0.129771,0.885496,0
0.569092,0.222656,-0.225342,36.35878,-66.57252,-191.7405,0
0.663574,0.011719,-0.408936,-75.07634,84.61069,64.96947,0
1.050293,0.082031,-0.294189,-0.038168,-29.24427,-4.954198,1
0.855713,-0.047363,-0.519531,-29.76336,10.65649,19.74809,0
1.791016,-0.011719,1.303955,-14.56489,10.52672,58.85496,10
0.953857,0.381592,-0.689453,108.8397,-22.99237,109.6489,10
1.026367,-0.043945,0.056396,68.8855,-8.320611,4.664122,0
0.99585,0.011963,-0.015381,-2.656489,-0.114504,0.709924,0
1.483887,-0.207031,-0.203125,57.1145,7.458016,-44.58015,10
0.962158,-0.00293,-0.020752,-2.854962,-0.007634,1.832061,0
1.26831,-0.00293,-0.194824,194.4275,-14.75572,1.549618,10
1.000244,0.005371,0.103027,-2.969466,0.290076,0.847328,0
1.278809,0.08691401,0.265137,-66.19084,76.72519,32.98473,10
1.001709,0.013672,-0.022461,-2.78626,0.282443,0.961832,0
1.479004,0.204102,0.560791,33.56488,-20.73282,-73.74046,10
1.019043,0.031006,0.26416,-53.99237,-3.022901,17.83206,1
1.101074,-0.250732,-0.343018,-14.06107,-22.58779,4.48855,1
1.901123,0.283447,0.397217,9.80916,147.771,-54.35878,10
0.87915,-0.00708,-0.120361,-50.48855,-91.39695,51.83206,0
0.554932,0.63916,0.405518,-1.564886,62.70992,19.48092,0
0.998291,0.013184,-0.019531,-2.664122,0.137405,0.9007629,0
0.760498,0.139404,0.228027,-52.44275,88.96947,41.51145,0
1.000244,0.006592,-0.032227,-2.793893,0.061069,1.206107,0
0.618408,0.212402,0.03418,22.58779,46.16031,-5.099236,0
0.995117,0.005859,0.090332,-2.725191,-0.160305,0.274809,0
0.8327641,0.009521,-0.334961,24.85496,-36.60306,25.8855,0
0.30127,0.112793,0.308105,-41.75573,47.64122,-37.52672,0
0.829834,0.5983891,-1.267578,-56.65649,-0.694656,-78.41985,10
1.409424,0.788818,0.434814,-2.328244,41.49618,24.54962,10
1.248291,0.354004,0.449707,24.69466,28.64122,12.96947,10
1.36084,0.370117,0.457764,-11.87023,45.16794,37.63359,10
0.92749,0.134521,-0.981934,9.396947,-33.54198,-19.29771,10
0.945312,0.096924,-0.028564,3.175573,39.09924,45.9542,0
1.34082,0.333984,0.591064,-10.57252,56.01527,79.41222,10
1.001953,0.000244,-0.022949,-2.862595,0.022901,1.045802,0
0.8867189,0.523193,-0.280518,35.64122,7.923664,-33.49618,1
1.0,0.015137,-0.020508,-2.946565,0.038168,0.862595,0
0.448486,0.230713,-0.966309,-3.847328,-2.236641,-53.34351,1
-0.558106,1.195312,-0.944336,-15.17557,-47.83206,67.90076,10
1.003662,-0.002441,0.070801,-2.633588,0.099237,1.08397,0
0.996338,0.008301001,-0.023438,-2.816794,0.335878,0.946565,0
0.872559,-0.046387,-0.159912,24.0,39.21374,152.0153,0
0.962402,-0.077393,0.048096,-22.12977,-7.503816,1.320611,0
0.9965819,0.010742,-0.019775,-2.541985,0.007634,1.167939,0
0.816894,0.11792,-0.053223,-30.0916,-90.38168,8.549619,0
1.133057,0.895508,-1.351318,-22.70992,-7.984732,-85.71756,10
0.993164,0.001709,0.105469,-2.40458,0.045802,1.08397,0
0.905518,0.075684,-0.518066,-44.32061,16.87786,-40.09924,0
0.806641,-0.117432,-0.138916,78.19847,27.52672,-94.59542,0
0.936035,-0.095215,-0.186768,13.82443,3.870229,1.496183,0
0.95752,0.198486,0.271728,51.0229,-20.91603,-4.21374,0
0.803467,-0.109131,0.486328,-9.374045,-42.48092,-21.43511,0
0.778076,-0.413818,-0.499512,20.91603,-52.58779,52.96183,0
1.248291,0.354004,0.449707,24.69466,28.64122,12.96947,10
0.998779,0.005615,-0.0271,-2.977099,-0.030534,0.992366,0
1.075195,0.084717,-0.29126,-32.76336,0.022901,-55.77099,1
0.991943,0.236328,-0.265381,-51.77863,-1.114504,0.480916,1
0.99707,0.007812,-0.017822,-2.763359,0.183206,0.91603,0
1.833252,-0.422363,1.288818,-14.75572,-50.8168,-31.40458,10
1.542236,0.281738,0.366455,-15.40458,-40.56488,-62.84733,10
0.929443,0.175781,0.037598,17.28244,-9.343512,52.12977,0
1.999939,-0.5827641,1.009522,-35.08397,-52.78626,-61.53435,10
-0.434082,0.160645,0.047852,30.67175,-99.03053,-95.80153,0
0.968018,-0.008545,-0.012451,-15.73282,-4.091603,32.23664,0
1.000488,0.003174,-0.023682,-2.70229,0.396947,0.839695,0
0.867432,-0.271728,0.008789,-32.73283,29.03053,53.58779,0
1.085693,0.725098,-1.266357,-27.70229,-10.00763,15.78626,10
0.999756,0.00293,-0.02002,-2.854962,0.122137,1.038168,0
1.782715,-0.455078,1.588867,-5.030534,6.389312,6.633588,10
1.062012,0.307617,-0.205322,-102.0534,13.00763,40.06107,1
0.996338,0.007568001,-0.030029,-2.832061,-0.030534,0.9007629,0
0.70874,-0.427734,-0.859131,-17.34351,-23.9313,-35.25191,1
0.998047,0.009766001,-0.019531,-2.328244,0.366412,0.839695,0
0.9804689,-0.159668,0.405029,41.54198,-80.09161,7.656488,1
0.99585,0.011475,-0.013428,-2.740458,0.29771,1.015267,0
0.993896,0.001465,-0.025146,-2.709924,0.152672,0.824428,0
1.213623,-0.489258,0.607666,3.351145,-57.46565,49.10687,10
1.352783,0.959961,0.409668,-17.8855,6.38168,-52.51908,10
0.865723,0.250732,0.052002,-13.12977,25.86259,8.480916,0
0.999756,0.013184,-0.01709,-2.541985,-0.099237,0.961832,0
0.998047,0.00708,-0.033691,-2.549618,-0.122137,1.114504,0
0.764404,0.427978,-0.540772,26.42748,-1.679389,-9.587787,0
0.787598,1.070068,-0.060059,59.22137,14.9771,-4.89313,10
1.015869,0.009033001,0.098145,-2.931298,0.06870199,1.08397,0
0.72876,-0.031738,-0.337402,36.05344,47.48092,-42.67176,0
0.53418,0.076904,-0.717041,19.84733,18.62595,-10.83206,0
0.958984,0.06665,-0.536865,-6.793894,-18.61832,-38.77863,1
0.424805,0.390137,-0.749512,-13.35114,37.71756,-4.648854,0
0.63501,0.119141,-0.117188,122.0382,74.53435,-200.3664,0
1.562012,0.207031,-0.202881,65.0,52.36641,6.419848,10
0.9978029,0.000488,-0.02417,-2.717557,-0.122137,0.793893,0
0.998779,0.005615,-0.0271,-2.977099,-0.030534,0.992366,0
1.160644,-0.28418,0.364014,77.9313,8.946565,-144.855,10
0.884766,0.126221,-0.066895,66.58778,53.35115,79.61832,0
1.016357,-0.06079101,0.087891,-15.73282,-44.0229,-58.1832,0
1.208008,-0.155518,-0.070068,44.87786,-20.75573,-39.48092,10
0.749756,-0.033936,-0.58374,-25.25954,-1.984733,-11.45038,0
1.999939,-0.662354,-0.207031,5.984732,-116.1756,14.45038,10
1.200928,0.789062,-1.598633,-20.80153,-11.03053,-13.54198,10
1.000732,0.054688,-0.014893,-0.381679,-8.603053,30.56489,0
0.982422,0.005615,-0.032227,-2.748092,0.122137,1.160305,0
1.512207,-1.00415,1.984131,38.19084,-79.36641,-80.55725,10
0.984375,0.007568001,-0.025391,-2.725191,0.335878,0.9007629,0
1.345703,0.782959,0.551758,-26.32825,-84.73283,4.694656,10
0.908203,-0.017822,-0.632324,-32.70229,-16.41221,0.687023,1
0.550537,0.08667,-0.981445,32.74046,-1.167939,31.10687,1
1.050293,-0.026123,0.014893,18.31298,-5.08397,-2.076336,1
0.299805,0.421875,-1.178467,29.91603,-10.53435,-7.129771,10
1.782715,-0.455078,1.588867,-5.030534,6.389312,6.633588,10
0.993164,-0.000977,0.07983399,-2.694656,0.358779,0.984733,0
1.003418,0.005615,0.09863299,-2.732824,-0.007634,1.053435,0
1.001221,-0.005371,0.066406,-2.709924,0.358779,1.236641,0
1.015869,-0.128418,0.224365,-23.55725,12.64122,-8.702291,0
1.021484,0.059082,-0.587891,8.358779,-68.9542,26.29771,1
0.398682,0.697998,-0.483154,-73.90839,48.92366,56.60306,0
0.025146,0.423096,-0.802734,1.328244,90.66412,72.20612,0
0.994629,0.004639,-0.021729,-2.969466,0.290076,1.061069,0
1.275146,0.260986,0.241699,-61.15267,63.42748,16.38168,10
0.995606,0.005859,0.101318,-2.51145,0.129771,1.08397,0
0.997559,0.001709,-0.022949,-3.053435,0.251908,1.08397,0
0.769287,0.28418,0.052002,-11.76336,24.84733,5.450382,0
1.496094,-0.488037,0.729004,91.42748,44.40458,-23.12977,10
