ax,ay,az,gx,gy,gz,label
0.790283,0.368896,0.57373,-10.64886,33.00763,-16.69466,0
0.9646,0.158203,0.133789,114.9695,64.05344,-8.511451,0
0.956299,0.110352,0.367676,-3.229008,-2.0,0.641221,0
1.023438,-0.024414,0.006348,87.80153,11.69466,-6.923664,0
1.047363,0.232178,0.868408,-72.38168,-47.09924,-5.061068,10
0.700684,0.343018,-0.089844,11.61069,-24.42748,76.75572,0
1.32373,0.162109,0.44043,-72.45802,-28.65649,50.10687,10
0.80542,0.338379,0.689941,78.61832,31.36641,7.908396,1
1.002441,0.14917,0.199463,121.8931,-76.65649,78.99236,0
1.028564,-0.093262,-0.444824,-7.21374,-16.21374,97.50381,1
1.060059,0.118652,-0.365967,-23.35878,-65.68702,45.54962,1
0.893311,0.045898,-0.045166,127.8855,-70.13741,16.32061,0
0.8403319,0.459473,0.719971,-27.14504,-27.54962,39.0687,1
0.991211,-0.034424,0.07666,-2.923664,0.053435,1.099237,0
0.98584,-0.085938,-0.331543,10.53435,-14.85496,7.167938,0
1.125,0.058594,0.115967,57.70992,45.37405,-24.19084,1
0.992676,0.119141,0.435303,-1.885496,-4.541984,-11.05344,1
1.08374,0.291992,0.345947,0.625954,42.56488,16.06107,1
1.042725,0.517334,0.171387,-235.2366,-52.40458,59.57252,1
0.911865,0.082764,0.452637,-2.801527,-0.480916,0.381679,0
0.935791,0.121338,0.388916,-4.244274,-0.114504,0.152672,0
1.183594,0.623779,0.508789,-151.1679,-27.74809,48.32061,10
1.463867,0.709961,1.507568,-142.8092,26.86259,-71.9771,10
0.9646,0.158203,0.133789,114.9695,64.05344,-8.511451,0
0.916748,0.115967,0.389404,-2.816794,0.114504,0.717557,0
1.26123,0.016357,-0.12915,19.09924,21.45038,-73.57252,10
0.929932,0.112305,0.403564,-3.526718,-0.366412,-0.290076,0
0.930176,0.112793,0.40332,-1.839695,-0.022901,1.450382,0
0.621338,-0.330566,-0.931641,79.71756,62.74046,-17.81679,1
0.84668,-0.319336,-0.316895,-91.35114,42.15267,-11.40458,0
1.25415,-0.0979,-0.231445,37.76336,37.64885,-37.12214,10
0.8532721,0.352539,0.9521481,-10.22901,-11.23664,9.21374,10
0.516846,0.442139,0.540527,14.70992,99.771,-58.64885,0
0.87915,0.207275,0.412109,44.74046,44.87786,-23.61832,0
0.8532721,-0.045166,-0.566894,-60.43512,-89.93893,35.24427,0
0.828613,0.585693,0.9809569,-7.305344,-17.68702,28.35114,10
0.8547359,0.500732,0.430664,67.32061,-40.65649,-14.23664,1
1.124024,0.658936,0.421875,-146.7328,-70.15267,88.12214,10
0.797363,0.55957,1.415527,91.70229,79.54962,-4.251908,10
0.301514,0.210693,-0.821533,5.351146,-191.2825,-33.03817,0
1.001221,-0.034424,0.072754,-2.839695,0.129771,0.969466,0
0.934326,0.160156,-0.9470221,-147.8244,-77.87786,56.64885,10
0.935059,0.116943,0.400635,-2.961832,0.603053,1.78626,0
0.668457,-0.224609,-0.468262,43.05344,-9.946565,-18.18321,0
1.036621,-0.522705,-0.699951,-46.32061,-16.03053,-3.763359,10
0.993408,-0.036621,0.074951,-2.618321,-0.015267,1.122137,0
0.893799,0.491211,1.037354,-16.34351,-11.41985,12.23664,10
0.8007811,0.888672,1.654053,250.1298,102.8321,-85.54962,10
1.020996,0.852539,1.999939,45.70992,123.5725,-103.9237,10
1.144287,-0.118408,-0.325928,-22.32825,16.56489,1.78626,1
0.810059,0.370605,0.8547359,26.98473,15.72519,11.87023,10
0.726318,-0.248047,-0.658447,-38.38168,12.37405,5.259542,0
0.930908,0.049805,0.225342,-3.030534,-2.694656,-14.82443,0
0.999268,-0.029541,0.05249,-2.778626,-0.854962,0.961832,0
0.791016,0.408447,0.722656,-37.8855,-26.80916,26.38168,1
0.960449,0.161377,-0.01123,108.3206,-15.45038,58.45802,0
0.544922,0.446045,0.353272,5.526718,28.12214,3.717557,0
1.009033,-0.03418,0.074219,-2.503817,-0.793893,1.167939,0
1.07666,0.67749,0.6984859,-7.198474,-26.24427,-16.43511,10
1.000488,0.304932,-0.126221,-29.32061,-6.625954,11.39695,1
0.668945,0.445801,0.774902,-91.80916,-32.96947,35.12214,1
0.696289,0.331787,-0.297119,-24.08397,19.09924,-23.61832,0
0.634522,0.169922,-0.290039,37.08397,-8.229008,39.68702,0
0.820312,0.394043,0.806396,-70.60305,-15.33588,10.8626,10
1.032959,0.126221,0.282959,8.137404,7.374046,-44.16031,1
1.144287,-0.118408,-0.325928,-22.32825,16.56489,1.78626,1
0.880615,-0.189697,-0.30957,20.84733,-17.70229,52.9542,0
0.781738,0.48877,0.951904,46.00763,45.40458,-8.198473,10
0.797363,0.55957,1.415527,91.70229,79.54962,-4.251908,10
0.803223,0.112793,0.327637,4.938932,-14.51908,-2.564886,0
0.914062,0.08178699,0.460205,-2.801527,0.19084,0.160305,0
0.955566,-0.04126,-0.416992,-102.771,-31.90076,-17.41221,0
1.038818,-0.055664,-0.224854,104.3359,33.19847,-36.80153,1
0.993896,-0.038086,0.06958001,-2.839695,0.152672,0.992366,0
1.164307,0.407715,0.287598,-99.77863,-93.61832,4.412214,10
